f,omega,E_stor,E_loss,E_comp,tan_del,t,E_relax
Hz,rad/s,MPa,MPa,MPa,-,s,MPa
303566133815782.0,1907362271748633.8,7732.47023556416,240.01869635799588,7736.194472638796,0.031040364727700002,3.294175102572036e-15,6905.861998064339
384112111375202.5,2413447574502401.0,7750.779112821013,192.70944352999294,7753.1744327964225,0.024863235130932977,2.603406584655164e-15,7008.2054914898845
486029558865919.3,3053813783121320.0,7762.513298911749,153.83054087602673,7764.0373872804075,0.019817104970060756,2.0574880308377898e-15,7111.541405134527
614989022985148.2,3864089993297012.0,7769.962627750483,122.3424453931261,7770.925743473808,0.015745564200808262,1.626045283127191e-15,7210.674057007453
778165631067239.8,4889358859673811.0,7774.663265044378,97.07293248329074,7775.269258299125,0.012485805387834588,1.2850734600402725e-15,7301.998135168669
984638305306620.1,6186664932788763.0,7777.618134815973,76.91027326133553,7777.998395548268,0.009888666675090666,1.0156013579916498e-15,7383.473637157705
1245894901510148.2,7828188539458521.0,7779.471141480654,60.88043677877818,7779.709356313557,0.00782578091384126,8.026359196011645e-16,7454.341590186372
1576471377604582.8,9905261796954276.0,7780.631417415188,48.165297766851616,7780.7804974550745,0.006190409901572315,6.34328040588647e-16,7514.758240800079
1994760554356653.2,1.253345020647513e+16,7781.357248853725,38.09405820126266,7781.450494063343,0.004895554462156883,5.0131330189779e-16,7565.45382868544
2524035466640281.5,1.5858982558794386e+16,7781.811037790309,30.124538871546672,7781.869345839553,0.003871147567739028,3.961909462908974e-16,7607.461913046098
